id,title,subtitle,author,track,date,description,technologies,keywords,github_url,demo_url,youtube_url,has_demo,has_github,has_video,content_length,url
272,English Edge — AI-Powered Learning App,Built with Gemini 3 Pro in Google AI Studio,,Overall Track,"Hackathon Writeup · Dec 6, 2025","Creater is an AI-powered English learning companion designed to help students—especially Indian learners—speak confidently, communicate clearly, and grow with positivity. Many learners feel judged or shy while practicing English. Creater solves this by offering a safe, supportive, judgement-free environment built entirely with Gemini 3 Pro in AI Studio.

The app provides personalized daily practice, fluency guidance, pronunciation support, vocabulary building, grammar explanations, and real-world speaking scenarios. Each lesson adapts to the learner’s progress using Gemini’s advanced multimodal reasoning.

Creater includes a Speaking Coach that evaluates pauses, clarity, tone, and confidence. The Mistake Insights feature explains errors with gentle, encouraging feedback. Language Bridge helps learners switch naturally between Hindi and English for better understanding. A positive growth-mindset tone is embedded throughout the app.
This project is inspired by India’s diversity, warmth, and belief that learning should feel like a friend—not a fear. My goal is to help students rise step-by-step and build real confidence.

Video Demo (2 min):
https://youtu.be/22H_uReuaFA

Public App Link (Interactive Demo):
https://ai.studio/apps/drive/13UwV1OuPpeKz0STya9z04jrYR0TiJ8bP?fullscreenApplet=true",Gemini,"creater, english, learners, learning, help, students, feel, gemini, studio, real",,,https://youtu.be/22H_uReuaFA,False,False,True,1307.0,https://www.kaggle.com/competitions/gemini-3/writeups/english-edge-ai-powered-learning-app
273,FootprintNudge,Revolutionising Sustainable Consumer Choices with AI-Powered Eco Scoring,,Overall Track,"Hackathon Writeup · Dec 7, 2025","Utilising Gemini 3 Pro in Google AI Studio to Turn Product Images into Eco-Scores

I vibe-coded FootprintNudge App utilising Gemini 3 Pro in Google AI Studio that analyses images of consumer products to generate an eco-score based on environmental impact metrics of carbon efficiency, recyclability and water efficiency. The app then suggests alternative products with higher sustainability scores, empowering users to make eco-conscious purchasing decisions. Here is the magic that allows using Gemini's advanced reasoning capabilities and native multimodality to go from an idea to MVP (Minimum Viable Product) reality in a short space of time.

Environmental Impact:  Choosing an alternative product with just a +10-point difference can significantly reduce environmental harm. It often means diverting waste from landfills, saving hundreds of litres of water, or reducing the carbon emissions by average estimated 5 tonnes/year. This is equivalent of energy use of a UK home for a year if 1 million users adopted it.

Consumer Empowerment: Simplifies complex sustainability data into actionable insights.  The app democratises access to sustainability data, turning daily purchases into opportunities to combat climate change, one eco score at a time.

Business Influence: Incentivises brands to improve eco-practices to rank higher in recommendations.",Gemini,"gemini, product, into, environmental, sustainability, utilising, google, studio, images, scores",,https://footprintnudge-139445363364.us-west1.run.app/,,True,False,False,1356.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765026228280
274,Unfair.AI - Contract Audit,AI contract auditor exposing hidden fees against verified laws and market data.,,Overall Track,"Hackathon Writeup · Dec 7, 2025","Unfair.AI identifies predatory terms, hidden fees, and statutory violations in leases, medical bills, and other consumer contracts. The system targets a simple problem: most consumers sign complex documents without legal review, creating an information imbalance that allows unlawful or deceptive practices to persist.

LLM Core 
Built on Google Gemini 3.0 Pro to process long, noisy PDFs and images.

Grounded Legal Verification 
Our main innovation is integrating Google Search Grounding within the Gemini API.

Frontend Implementation 
Built with React + Tailwind CSS.

Consumers rarely have the resources to hire attorneys for each contract or bill. Unfair.AI converts dense legal language into clear, jurisdiction-specific facts, exposing illegal waivers, excessive fees, and noncompliant terms. It provides grounded guidance that directly supports users in challenging unfair practices.

The project demonstrates how grounded retrieval enables AI to provide credible compliance auditing, not just summaries. By aligning model outputs with real statutes and benchmarks, Unfair.AI delivers a practical tool that reduces financial exploitation and increases transparency in everyday agreements.","React, Gemini","unfair, legal, grounded, terms, fees, consumers, practices, built, google, gemini",,,https://youtu.be/l9ZsQApvG20,False,False,True,1197.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765027218199
275,Resolve: Relationship Health Mentor,"""Love is not just a feeling, it's a practice.""",,Overall Track,"Hackathon Writeup · Dec 6, 2025","Resolve: Relationship Health Mentor

Mental Health · AI · Flutter · Social Impact · Privacy · Relationships

One-Sentence Elevator Pitch

Resolve is an AI-powered relationship mentor that blends psychology with Nonviolent Communication (NVC) to transform emotional conflict into structured connection—guiding couples from destructive fights toward restorative dialogue.

Project Description

In modern relationships, we communicate more than ever—but truly connect far less. Text messages filter out tone and emotional nuance, allowing minor misunderstandings to escalate. In face-to-face conflict, the amygdala hijack pushes partners to say things they later regret. Most couples lack a safe buffer zone to process disagreements, leading to emotional erosion over time.

Resolve is not just another messaging app—it is a relationship health mentor. Inspired by the philosophy of Kintsugi, the art of repairing cracks to create something more beautiful, Resolve intervenes at the communication moments that matter most.

We built two core phases:

Phase 1: The Mediator (Conflict Resolution)

During conflict, Resolve introduces a unique Cool-down Buffer—a required period of emotional labeling and countdown that helps partners decelerate out of the emotional storm.
Then, the AI Copilot transforms blaming or aggressive statements (e.g., “You always do this!”) into NVC-aligned sentences structured around Observation / Feeling / Need, ensuring messages carry needs and care rather than hurt and accusation.

Phase 2: The Gardener (Relationship Nurturing)

To prevent emotional overdraft, Resolve includes a Daily Connection ritual. Each day, partners receive a psychologically grounded prompt—ranging from memories to values. Through a Blind Reveal mechanism, both answers remain hidden until each partner submits, encouraging curiosity and establishing a pattern of high-quality daily interaction.

Trust is the foundation of every relationship—so Resolve is built with privacy-first architecture",,"resolve, emotional, relationship, conflict, health, mentor, privacy, into, connection, couples",,,,False,False,False,2548.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765027602618
276,Climate Crisis AI Assistant - Complete Analysis,"An AI-powered platform that aggregates, analyzes, and translates complex climate data into actionable, localized insights for policymakers,",,Overall Track,"Hackathon Writeup · Dec 11, 2025","This research project presents the development and implementation of an AI-powered Climate Crisis Assistant designed to predict, visualize, and analyze global climate change impacts through the year 2100. The system integrates multiple predictive models—temperature, CO2 concentration, sea level rise, extreme weather events, and biodiversity loss—into an interactive dashboard that enables real-time scenario simulation and data-driven decision-making. Built using Python with libraries including NumPy, pandas, Plotly, and ipywidgets, this platform aims to bridge the gap between complex climate science and public understanding by providing accessible, interactive visualizations and actionable recommendations. The project demonstrates how computational tools can enhance climate literacy, support policy formulation, and encourage proactive mitigation strategies across individual, business, and governmental sectors.",Python,"climate, project, interactive, research, presents, development, implementation, powered, crisis, assistant",,,,False,False,False,922.0,https://www.kaggle.com/competitions/gemini-3/writeups/climate-crisis-ai-assistant-complete-analysis
277,PhishHunt Pro - Your AI Threat Analyst Co-Pilot,"PhishHunt Pro turns phishing emails into instant, end-to-end threat intel with verdicts, rules, attack path simulation, and containment step",,Overall Track,"Hackathon Writeup · Dec 12, 2025","Security teams waste 2-4 hours per phishing incident manually triaging emails, writing detection rules, and documenting attack scenarios. With enterprise SOCs facing 10,000+ phishing attempts monthly, this reactive approach creates analyst burnout and delayed response times that cost organizations millions.

PhishHunt Pro transforms Gemini 3 Pro into a senior threat analyst that delivers instant, production-ready threat intelligence. Analysts paste raw email content and headers, and the app generates:

This isn’t a binary classifier - it’s an agentic reasoning system that chains multimodal analysis (text, structured headers, threat intelligence context) into actionable security operations workflows. Gemini 3 Pro’s extended reasoning enables realistic attack path modeling that considers organizational context, adversary TTPs, and defensive gaps simultaneously.

The app compresses hours of expert work into seconds while maintaining transparency through structured JSON outputs and human-readable narratives. Security teams get immediate detection deployment capability plus strategic foresight into where attacks could escalate.

Built entirely in AI Studio, PhishHunt Pro demonstrates how Gemini 3 can serve as infrastructure for specialized AI agents in high-stakes domains like cybersecurity.",Gemini,"into, security, gemini, threat, teams, hours, phishing, detection, attack, analyst",,,,False,False,False,1307.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765027835027
278,AI Business Operations Officer,Your Autonomous Virtual COO for Real-Time Executive Decision Intelligence,,Overall Track,"Hackathon Writeup · Dec 7, 2025","AI Business Operations Officer (Virtual COO Agent) is a multi-agent AI SaaS platform that transforms raw business data into executive-level strategic intelligence.

It acts as a full-time AI Chief Operating Officer for founders and operators by ingesting real business data across:

The system then deploys specialized AI agents (CFO, Sales, Support, Growth, Simulation), orchestrated by a META COO, to generate:

This is not a chatbot and not a static dashboard — it is a fully autonomous executive intelligence system.

Founders and small teams are forced to run entire companies without access to:

Most decisions today are driven by:

There is no single system that thinks like a real COO across all business verticals at once.

AI Business Operations Officer replaces the need for a traditional COO by:

It allows founders to run their companies with decision-level intelligence, not guesses.

The system uses true agentic orchestration, not a single prompt pipeline.

All agents:

Gemini 3 Pro powers:

The system fully relies on Gemini’s:

The platform includes a one-click demo mode that:

This allows judges to experience the full system without setup friction.

This system allows:

This is not a concept demo — it is a production-grade operational intelligence system.

Frontend:

Backend:

Authentication & Database:

AI Business Operations Officer is not an assistant.  
  It is a fully autonomous AI Executive Command Center for running real businesses.

This project demonstrates how Gemini 3 Pro can move beyond content generation into real strategic decision-making and business execution intelligence.",Gemini,"system, business, intelligence, officer, real, operations, executive, founders, fully, allows",,,,False,False,False,1619.0,https://www.kaggle.com/competitions/gemini-3/writeups/ai-business-operations-officer
279,MindMesh AI: Personal Knowledge Graph for Your Digital Life,"Transform 10,000+ photos, documents, and voice memos into an intelligent, searchable knowledge graph using Gemini 3 Pro's native multimodal",,Overall Track,"Hackathon Writeup · Dec 6, 2025","Five billion people generate 2.5 quintillion bytes of personal data daily—photos, documents, voice memos, screenshots—yet 97% remains unorganized and unsearchable. The average person wastes 2.5 hours daily searching for information they know they saved. This digital chaos costs $1.3 trillion annually in lost productivity.

MindMesh AI transforms digital chaos into actionable intelligence. Upload any content—photos with handwriting, PDFs, voice memos, screenshots—and Gemini 3 Pro builds a living knowledge graph of your entire digital existence.

Ask ""Find that Italian restaurant Sarah recommended"" → searches texts, screenshots, photos simultaneously. Query ""Summarize my career progression"" → analyzes resumes, emails, LinkedIn exports. Request ""Create meal plan from saved recipes"" → synthesizes 47 recipes from Instagram, screenshots, PDFs.

Requires Gemini 3 Pro's 2-million-token context to analyze entire digital histories simultaneously. Native multimodality eliminates brittle integrations—one model processes vision, documents, audio, and reasoning.

Saves 2+ hours daily per user. $20/month SaaS targeting 500M users = $10B market potential. Privacy-first: all processing client-side, users own data. Accessibility: makes digital life navigable for elderly, ADHD, memory-impaired populations.

Example queries that work:

Technologies:

Key Innovation: Single API call processes multimodal input (image + text + audio) simultaneously, enabling cross-modal insights impossible with traditional approaches.

After uploading 50 diverse files:",Gemini,"digital, screenshots, daily, photos, simultaneously, data, documents, voice, memos, hours",,,,False,False,False,1555.0,https://www.kaggle.com/competitions/gemini-3/writeups/mindmesh-ai-personal-knowledge-graph-for-your-dig
280,สำเนาของ สำเนาของ สำเนาของ สำเนาของ สำเนาของ Unified Aura Sensor Suite,https://ai.studio/apps/drive/1JRIUYDzo6kxtPdbeaoXVYh5yzS91XK4O,,Overall Track,"Hackathon Writeup · Dec 8, 2025","สำเนาของ สำเนาของ สำเนาของ สำเนาของ สำเนาของ Unified Aura Sensor Suite
แอปพลิเคชันวิเคราะห์ประสาทสัมผัสขั้นสูงที่วัดเอนโทรปีของสภาพแวดล้อมและเชื่อมต่อกับ Gemini สำหรับ AI เชิงสนทนาแบบเรียลไทม์ การวิเคราะห์ข้อมูล และการสร้างเนื้อหา ข้อความ UI ทั้งหมดเป็นภาษาไทย กล้อง วัดคอลต้มบนมือถือ 
https://ai.studio/apps/drive/1JRIUYDzo6kxtPdbeaoXVYh5yzS91XK4O",Gemini,"unified, aura, sensor, suite, gemini, https, studio, apps, drive",,,,False,False,False,348.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765028612697
281,photo sharp,A powerful photo rearrangement and visual effects app that allows users to effortlessly reorder their images and enhance them with a wide ra,,Overall Track,"Hackathon Writeup · Dec 6, 2025","A powerful photo rearrangement and visual effects app that allows users to effortlessly reorder their images and enhance them with a wide range of dynamic, creative effects.",,"effects, powerful, photo, rearrangement, visual, allows, users, effortlessly, reorder, their",,,,False,False,False,173.0,https://www.kaggle.com/competitions/gemini-3/writeups/photo-sharp
282,DSA Tutor AI,DSA Tutor AI is an interactive learning assistant.,,Overall Track,"Hackathon Writeup · Dec 6, 2025","What the app is
DSA Tutor AI is an interactive learning assistant that helps students understand Data Structures and Algorithms concepts and solve coding problems step by step using Gemini 3 Pro. The app runs entirely in AI Studio and provides a focused space to ask doubts, generate explanations, and practice problems in a conversational way.

Core features
Concept tutoring: Users can ask theory questions (e.g., arrays, trees, DP) and get clear, structured explanations, examples, and intuition tailored to their level.

Guided problem solving: For a given DSA problem, the app walks through approach, edge cases, time–space complexity, and then helps refine solutions or debug code.

Multiple learning modes: The app can act as an explainer, interviewer (mock interview Q&A), or code reviewer, so learners can switch between understanding, practice, and feedback.

Context-aware chat: The conversation keeps track of earlier questions so the tutor can build on previous explanations instead of starting from scratch each time.

How it is built with Gemini 3
The app uses Gemini 3 Pro in AI Studio with a custom system prompt that defines the tutor’s role, teaching style, and response structure for DSA topics. It leverages the app UI to accept natural language questions, pass them to Gemini 3 Pro, and render the model’s responses as formatted, readable explanations and code snippets.

Value for users
DSA Tutor AI reduces the friction of learning DSA by turning Gemini 3 Pro into an always-available personal tutor instead of a generic chatbot. It is especially helpful for students preparing for interviews or courses who need quick, targeted help on specific topics, problems, or code bugs.

The app also includes a programming language selector (such as Python, C++, and Java), so Gemini 3 Pro can adapt code examples and solutions to the user’s preferred language, making it easier to connect DSA concepts with real interview-style implementations.","Gemini, Java, Python","gemini, tutor, code, explanations, learning, problems, questions, language, helps, students",,,,False,False,False,1961.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765029531541
283,AI Teammate for Kaggle EDA with Gemini 3 Pro in Google AI Studio,"An AI-powered teammate that, given a Kaggle competition or CSV, automatically plans and writes beginner-friendly EDA and modeling code using",,Overall Track,"Hackathon Writeup · Dec 6, 2025","This Kaggle notebook project builds an “AI teammate” to help with tabular Kaggle competitions by automatically generating a high‑quality prompt for Gemini 3 Pro in Google AI Studio. Instead of calling Gemini from Kaggle, the notebook analyzes a tabular dataset (like an income classification dataset), summarizes its schema and sample rows, and then produces a detailed prompt that asks Gemini to: identify the ML problem, design an EDA and baseline modeling plan, write pandas/seaborn/sklearn code, and explain everything in simple, beginner‑friendly language. The project targets beginners who struggle with deciding which EDA steps and models to start with, and it currently focuses on binary classification tabular problems while suggesting extensions to regression, time series, and direct Gemini API integration in the future.",Gemini,"gemini, kaggle, tabular, notebook, project, prompt, dataset, classification, builds, teammate",,,,False,False,False,832.0,https://www.kaggle.com/competitions/gemini-3/writeups/ai-teammate-for-kaggle-eda-with-gemini-3-pro-in-go
284,ScholarLens AI: Strengths-Based Learning Observation with Gemini 3 Pro,"A privacy-first, bias-free screening tool built entirely in Google AI Studio.",,Overall Track,"Hackathon Writeup · Dec 6, 2025","ScholarLens AI is a privacy-first, multimodal educational observation tool that transforms how parents understand their child's learning patterns. Built entirely using Gemini 3 Pro in Google AI Studio, it turns an ordinary webcam into an intelligent, objective observation partner for children aged 5-12.

Traditional educational assessments face three critical barriers:

Parents are left in the dark, unable to understand how their child learns best without expensive intervention or potentially harmful labeling.

ScholarLens AI democratizes access to educational insights by providing real-time, strengths-based observations through three core activities:

Analyzes engagement patterns, tracking metrics like:

Uses computer vision to evaluate:

A gamified attention assessment that:

Powered by Gemini 3 Pro, ScholarLens AI leverages:

Unlike traditional EdTech tools, ScholarLens AI implements ephemeral processing:

ScholarLens AI includes a Safety Guardian Layer that:

Example Transformation:

We developed a multi-layer prompt strategy:

This ensures consistent, safe, and valuable outputs across all activities.

Education should be about nurturing potential, not sorting children into categories. ScholarLens AI demonstrates that AI can be a force for equity and empowerment when built with:

By combining cutting-edge AI with ethical design, ScholarLens AI proves that technology can support children's growth without compromising their privacy, dignity, or future opportunities.

ScholarLens AI is built for real families facing real challenges. We believe every parent deserves to understand how their child learns best, and every child deserves to be seen for their strengths, not their struggles.

Demo Video: [Link to demonstration]  
GitHub Repository: [Link to code]  
Live Demo: [Link to hosted version]

Built with ❤️ using Gemini 3 Pro | Privacy-First | Strengths-Based | Stigma-Free",Gemini,"scholarlens, their, child, built, privacy, educational, understand, gemini, children, real",https://github.com/VIKAS9793/ScholarLensAI.git,,,False,True,False,1906.0,https://www.kaggle.com/competitions/gemini-3/writeups/scholarlens-ai-strengths-based-learning-observati
285,AutoHighlight,An AI-Powered Video Highlight Clip Web App,,Overall Track,"Hackathon Writeup · Dec 12, 2025","AutoHighlight is a browser-based AI video highlight clipping tool.

Users simply upload local videos, and the system automatically generates second-by-second subtitles via Gemini.

It supports text/multimodal (video + subtitles) semantic search, intelligently locating highlight segments like ""funny clips"" and ""key shots.""

After visual adjustments on the timeline, you can export the highlight MP4 video with a single click, rapidly completing the production workflow from long-form video to curated clips.",Gemini,"video, highlight, second, subtitles, clips, autohighlight, browser, based, clipping, tool",,https://autohighlight-266855937676.us-west1.run.app,,True,False,False,508.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765029943458
286,virtual-photographer-gemini,Create your virtual commercial product studio with Gemini 3!!Zero Cost. Pro Product Shots in 5 Minutes,,Overall Track,"Hackathon Writeup · Dec 7, 2025","Instant Studio AI — Defining the Next-Gen Commercial Photography Workflow
No studio required. No lighting setup needed. Powered by the Gemini 3 Pro vision model, compressing the tedious traditional shooting and post-production process into a single click.
Eliminates physical set construction, lighting adjustments, and asset compositing.
Instantly generates high-resolution, commercially viable visual assets.
Precise control over virtual light source direction for realistic material reflections
Minimalist Interaction, Instant Feedback
Through an intuitive interface (JoyStick color wheel & lighting control), users can adjust virtual studio parameters in real-time within the browser, significantly lowering the barrier to professional photography.
Strict Subject Consistency
Built on the gemini-3-pro-image-preview model. It ensures that while reconstructing background lighting and shadows, the product's logos, text details, and material textures are strictly preserved, avoiding the ""hallucinations"" and distortions common in traditional generative AI.
End-to-End Automated Workflow
Integrates real-time viewfinding, background removal, lighting synthesis, and 4K upscaling. Compresses the traditional multi-hour ""shoot + retouch"" workflow into a 5-second automated process.","gemini, Gemini","lighting, studio, workflow, traditional, instant, photography, gemini, model, process, into",https://github.com/djy13361201251-cloud/virtual-photographer-gemini,,,False,True,False,1282.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765029955014
287,AIHealth Navigator,Multimodal Clinical Triage & Doctor Assistance Powered by Gemini 3 Pro,,Overall Track,"Hackathon Writeup · Dec 8, 2025","AIHealth Navigator transforms hospital triage by using Gemini 3 Pro to instantly analyze multimodal patient data—symptoms, voice, and medical documents—reducing waiting times and preventing misdiagnosis.

The Problem:Emergency rooms are overcrowded. Doctors waste hours manually reviewing paperwork, leading to burnout and delayed care for critical patients. Traditional hospital systems are passive data stores that cannot ""see"" or ""think.""

The Solution: AIHealth Navigator is an intelligent clinical copilot. Patients simply upload a photo of a prescription or lab report and describe their symptoms. The app uses Gemini 3 Pro’s multimodal vision capabilities to extract structured medical data (medications, lab values) and its reasoning engine to correlate these with reported symptoms.

How It Uses Gemini:

Multimodal Triage: We feed text, images, and OCR data into Gemini to calculate a clinical ""Urgency Score"" (1-5).

Chain-of-Thought Reasoning :The AI provides a transparent medical rationale for its decision, helping doctors trust the output.

Doctor Dashboard: Critical cases are auto-prioritized. The system drafts clinical summaries and differential diagnoses, allowing doctors to focus on treatment rather than triage.

Impact: By automating the initial clinical assessment, AIHealth Navigator ensures high-risk patients are seen first, democratizes access to expert-level triage in rural areas, and streamlines hospital workflows end-to-end.",Gemini,"triage, gemini, data, clinical, aihealth, navigator, hospital, multimodal, symptoms, medical",,,https://youtu.be/AqyIsOMw5CQ,False,False,True,1459.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765030133689
288,Justice friend - Indian Consumer Complaint generator,"AI tool that helps Indian consumers create ready-to-file consumer court complaints with guided steps, low cost, and no lawyer needed.",,Overall Track,"Hackathon Writeup · Dec 8, 2025","We built an AI-powered tool that helps Indian consumers create ready to file  consumer court complaints in a simple, affordable, and guided way, without needing to hire a lawyer.

In India, millions of consumers face unfair treatment every year. These include defective products, denied refunds, poor service, hidden charges, delayed deliveries, and unresponsive companies. While consumer courts exist to protect citizens, most people never use them. The reason is not lack of merit but lack of access. Legal language is intimidating, processes feel complex, lawyers are expensive for small claims, and people do not know where to start.

Our project directly addresses this gap.

Today, an average Indian consumer experiences three major barriers when seeking justice:

1) Fear and confusion
People do not understand legal terms or court processes. Even when they are right, they worry about doing something wrong.

2) High cost relative to loss
For a loss of five thousand or ten thousand rupees, paying an advocate does not feel worth it. So consumers give up.

3) Complex procedures
Consumer courts require structured complaints, proper formatting, jurisdiction selection, annexures, and timelines. For first time users, this is overwhelming.

As a result, many valid cases never get filed. This weakens consumer protection and allows unfair practices to continue.

Our tool acts like a calm, intelligent assistant that guides a consumer step by step from frustration to action.

Instead of asking users to understand the law, the system asks simple questions in everyday language, such as what went wrong, when it happened, how much money was involved, and whether any proof exists.

Behind the scenes, AI organizes this information into a legally acceptable structure used by Indian consumer courts.

At the end, the user receives a complete consumer court complaint document, ready to be filed online through the government e Daakhil portal or submitted physically.

The user remains in full c",,"consumer, tool, court, users, user, legal, system, when, consumers, people",,,,False,False,False,7026.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765030225353
289,Universal Debugging Intelligence,"**Universal Debugging Intelligence is an AI-driven system that automatically detects, analyzes, and fixes errors across any programming lang",,Overall Track,"Hackathon Writeup · Dec 10, 2025","Universal Debugging Intelligence
Debug Mobile Apps, Google/Microsoft Products, Excel Formulas, and System Errors.

Universal Debugging Intelligence ek AI-based advanced debugging system hai jo mobile apps, system errors, Excel formulas aur productivity tools ke issues ko instantly fix karta hai.",,"debugging, system, universal, intelligence, mobile, apps, excel, formulas, errors, debug",,,,False,False,False,296.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765030239055
290,LingoLens: The Multimodal Cultural Decoder,Don't just translate words. Decode the vibe. Built with Gemini 3 Pro.,,Overall Track,"Hackathon Writeup · Dec 6, 2025","LingoLens: Decode Your World

Traditional translation apps are literal—they read words but miss the meaning. **LingoLens **is a multimodal travel companion built with Gemini 3 Pro that doesn't just translate text; it decodes the cultural ""vibe"" behind it.

How It Works Built entirely using AI Studio's Vibe Coding, LingoLens analyzes the visual context of any uploaded image—a Japanese shrine, a French menu, or a warning sign. It returns:

The Vibe Check: A deep cultural explanation (e.g., explaining why a cat sign exists in Japan).

**Flavor Profiles: **For food, it predicts taste (Spicy/Umami) to help you order confidently.

Pro Tips: Actionable etiquette advice.

Technical Depth The app leverages Native Multimodality to fuse vision and reasoning. It features:

AI Voice Personas: Using Gemini 2.5 Flash, users can hear tips read aloud by distinct personalities like Zephyr or Fenrir.

Instant Localization: The entire UI and analysis adapt instantly to languages like Hindi and Spanish.

**Impact **LingoLens transforms tourism from passive reading to active understanding, bridging the gap between language and culture.",Gemini,"lingolens, vibe, read, built, gemini, cultural, using, sign, tips, like",https://github.com/kareem1207/LingoLens/,,,False,True,False,1131.0,https://www.kaggle.com/competitions/gemini-3/writeups/lingolens-the-multimodal-cultural-decoder
291,TalkCraft 0.3: Custom Chat Intelligence,To create chat gpt 0.3,,Overall Track,"Hackathon Writeup · Dec 6, 2025","from openai import OpenAI
import sounddevice as sd
import numpy as np
import tempfile
import wave
import io

client = OpenAI(api_key="REDACTED")

def record_audio(duration=5, samplerate=16000):
    print(""🎤 Recording… Speak now!"")
    audio = sd.rec(int(duration * samplerate), samplerate=samplerate, channels=1, dtype='int16')
    sd.wait()
    print(""✅ Recording complete."")
    return audio, samplerate

def save_wav(audio, samplerate):
    with tempfile.NamedTemporaryFile(delete=False, suffix="".wav"") as f:
        with wave.open(f.name, 'wb') as wf:
            wf.setnchannels(1)
            wf.setsampwidth(2)
            wf.setframerate(samplerate)
            wf.writeframes(audio.tobytes())
        return f.name

def speech_to_text(file_path):
    with open(file_path, ""rb"") as audio_file:
        transcript = client.audio.transcriptions.create(
            model=""gpt-4o-mini-transcribe"",
            file=audio_file
        )
    return transcript.text

def get_chatgpt_reply(text):
    completion = client.chat.completions.create(
        model=""gpt-4o"",
        messages=[{""role"": ""user"", ""content"": text}]
    )
    return completion.choices[0].message.content

def text_to_speech(text):
    response = client.audio.speech.create(
        model=""gpt-4o-mini-tts"",
        voice=""alloy"",
        input=text
    )
    audio_bytes = io.BytesIO(response.read())
    sd.play(np.frombuffer(audio_bytes.getbuffer(), dtype=np.int16))
    sd.wait()

audio, rate = record_audio()
path = save_wav(audio, rate)
user_text = speech_to_text(path)
print(f""🗣 You said: {user_text}"")

reply = get_chatgpt_reply(user_text)
print(f""🤖 ChatGPT: {reply}"")

text_to_speech(reply)",gpt,"audio, samplerate, import, text, client, print, return, openai, create, model",,,,False,False,False,1829.0,https://www.kaggle.com/competitions/gemini-3/writeups/talkcraft-0-3-custom-chat-intelligence
292,Accessibility Magic Lens – Multimodal Accessibility Translator use Gemini 3 Pro,"an AI assistant that transforms any input (image, audio, video, text) into accessible formats for people with disabilities.",,Overall Track,"Hackathon Writeup · Dec 6, 2025","Accessibility Magic Lens is a multimodal accessibility assistant powered by Gemini 3 Pro. 
It accepts any input — image, audio, video, or text — and instantly generates accessible versions for different disabilities. 
It provides:
• Descriptions for blind users
• Visual simplifications for low-vision users
• Transcriptions and sign-style meaning for deaf users
• Cognitive-friendly simplified text
• Language translations

The app demonstrates true multimodal understanding and high-level reasoning using real-time transformation across modalities.

{
  ""input_type"": ""image | audio | video | text"",
  ""blind_accessibility"": ""Detailed, sensory-rich description."",
  ""low_vision_accessibility"": ""Short simplified summary."",
  ""deaf_accessibility"": ""Transcription + emoji-sign meaning."",
  ""cognitive_accessibility"": ""Simple explanation using easy words."",
  ""translations"": {
    ""english"": """",
    ""simple_english"": """"
  }
}",Gemini,"text, users, accessibility, multimodal, image, audio, video, sign, meaning, simplified",https://github.com/AttaAbedi9966/magic-lens,,,False,True,False,926.0,https://www.kaggle.com/competitions/gemini-3/writeups/accessibility-magic-lens-multimodal-accessibilit
293,Market Ghost — AI Options Trading Simulator,Time-travel to market crashes and learn options trading from an AI mentor — for free.,,Overall Track,"Hackathon Writeup · Dec 12, 2025","Direction: Education

Market Ghost: AI-Powered Options Trading Simulator

Learning options trading is expensive — you either lose real money or struggle through dry textbooks. Market Ghost solves this by letting users time-travel to historical market crashes (2008 Financial Crisis, 2020 COVID Crash, 2025 Trade War) and trade with virtual capital while an AI mentor teaches them in real-time.

How it works:

Gemini 3 Pro Features Used:

Impact:

Democratizes financial education by making complex options concepts accessible through gamified, AI-guided learning — no real money at risk.",Gemini,"market, options, real, education, ghost, trading, learning, money, through, time",,,,False,False,False,588.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765030840054
